userID	movieID	tagID	timestamp
75	353	5290	1162160415000
78	4223	5264	1176691425000
127	1343	1544	1188265347000
127	1343	12330	1188265347000
127	2080	1451	1188265367000
127	2080	1574	1188265367000
127	2953	4121	1188265544000
127	2953	11860	1188265544000
127	4270	914	1188265509000
127	4270	5215	1188265509000
127	4447	7	1188265463000
127	4447	1996	1188265463000
127	4447	2571	1188265463000
127	5679	742	1188265447000
127	6934	1537	1188265437000
127	6934	1538	1188265437000
127	6934	9062	1188265437000
127	7147	146	1188265408000
127	7147	150	1188265408000
127	7147	1878	1188265408000
127	7147	2596	1188265408000
127	7147	13087	1188265408000
127	8622	55	1188265497000
127	8622	11371	1188265497000
127	8622	13086	1188265497000
170	47830	93	1162209176000
175	2819	11407	1188441420000
175	51540	79	1192990133000
190	741	712	1151700107000
190	1274	712	1151700139000
190	2116	410	1140037169000
190	2810	712	1151700125000
190	3000	712	1151699945000
190	3997	410	1140032030000
190	4993	410	1140037056000
190	5039	410	1140032022000
190	5069	712	1151700015000
190	5072	712	1208365260000
190	5146	712	1151699986000
190	5618	712	1151699951000
190	5690	712	1151700035000
190	5952	410	1140037068000
190	5971	712	1151699978000
190	6283	712	1151700010000
190	6350	712	1151700002000
190	6857	712	1151700128000
190	7099	712	1151699959000
190	7153	410	1140031954000
190	8607	712	1151700134000
190	26662	712	1151700111000
190	27728	712	1208365236000
190	31184	712	1208365205000
190	31658	712	1151699969000
190	31660	712	1151700026000
267	6365	186	1192049634000
325	628	6331	1172743571000
325	30818	5074	1185663327000
325	34162	6333	1149994738000
325	45720	6333	1172742942000
325	51084	876	1172742980000
383	6270	280	1198478268000
383	6270	669	1198478298000
383	27741	7181	1161746702000
383	45175	753	1161746766000
476	1136	1181	1139963005000
477	1188	5609	1188311560000
477	1188	5610	1188311560000
477	1267	5588	1188311456000
477	1267	5593	1188311456000
477	1274	5611	1188312380000
477	1597	5599	1188311402000
477	1608	5597	1188312336000
477	1690	5031	1188311392000
477	1918	5582	1188311515000
477	2023	5583	1188311417000
477	2023	5590	1188311417000
477	2947	5595	1188311428000
477	3755	5581	1188311497000
477	3755	5591	1188311497000
477	4262	5586	1188311742000
477	4310	5603	1188311721000
477	5618	5608	1188311763000
477	5679	5580	1188311633000
477	6934	5584	1188311625000
477	7147	5598	1188311585000
477	7147	5602	1188311602000
477	8977	5596	1188312422000
477	32587	5601	1188311656000
477	32587	5612	1188311656000
477	48774	5585	1188313324000
477	54001	5589	1188312648000
493	3683	289	1218655046000
498	1244	5879	1188316032000
498	1297	615	1188315809000
498	1297	1510	1188315809000
498	1297	5875	1188315809000
498	1297	5877	1188315809000
498	1297	5883	1188315809000
498	3814	61	1188315930000
498	3814	701	1188315931000
498	3814	5872	1188315931000
498	3814	5880	1188315931000
498	3814	5884	1188315930000
498	4848	4936	1188315519000
498	4848	4989	1188315519000
498	5618	5876	1188315545000
498	6346	1858	1188316637000
498	6346	4568	1188316637000
498	6346	5873	1188316637000
498	6346	5874	1188316637000
498	6346	5881	1188316637000
498	6346	5882	1188316637000
498	6378	104	1188315480000
498	6378	5878	1188315480000
533	1950	51	1172694558000
533	7566	51	1172694214000
533	27834	51	1172693683000
533	33154	51	1172694459000
533	44555	48	1172694030000
533	44937	51	1172694433000
533	45210	51	1172694361000
533	48043	48	1172694410000
533	49132	51	1172694136000
533	51077	49	1172693420000
533	51077	50	1172693413000
